source,target,value
Naruto,Shinoas,1
Naruto,Shikamaruand,1
Naruto,Shikaku,1
Naruto,Seimei,1
Hanzaki,aboutOrochimaru,1
Hanzaki,Sasamesee,1
Hanzaki,Naruto,1
Hanabi,Naruto,1
Haruna,Janin,1
Guy,tim,1
Guy,sealedYakumo,1
Haku,Sensei,1
Haku,Naruto!lt,1
Haku,Mommy,1
Haku,Kimimaro?Get,1
Haku,K-Kakashi,1
Hakkaku,ramen,1
Hakkaku,meto,1
Hakkaku,The,1
Hakkaku,Ryonin,1
Naruto,Tamaya,1
Naruto,Sitting,1
Naruto,Shun,1
Naruto,Shukaku,1
Hana,Tsunade,1
Guy,Raido,1
Guy,Orochimaru,1
Guy,Oli,1
Guy,Nejito,1
Guy,Uchihaand,1
Guy,Uchiha,1
Guy,Tsunadeand,1
Naruto,Tsunadeand,1
Naruto,Tsukuyomi,1
Naruto,Tracker,1
Naruto,Tobei,1
Hakkaku,Ichiraku,1
Guyand,Yagurathat,1
Guyand,Sakura,1
Guyand,Lee,1
Guy,upeven,1
Granny,Sumaru,1
Granny,Shadow,1
Granny,Neji,1
Grandson,Naruto,1
Guy,Murakumoand,1
Guy,Leeas,1
Guy,Kanpachifrom,1
Guy,Kabuto,1
Naruto,Yagurathat,1
Naruto,Wasabi,1
Naruto,Wagarashi,1
Naruto,Unkai,1
Naruto,Tsunadeto,1
Guy,Ryudoin,1
Guy,Rokkaku,1
Guy,Ranmaru,1
Naruto,andSasuke,1
Grandpa,andSasuke,1
Grandpa,The,1
Grandpa,Kakashi,1
Grandma,Naruto,1
Grandma,Hinata,1
Grandfather,Orochimaru,1
Naruto,and,1
Naruto,alsoSasuke,1
Naruto,Yashamaru,1
Guy,Jiraiya,1
Guy,Jako,1
Guy,Itachi!And,1
Guy,Itachi,1
Guy,Iruka,1
Guy,Harutaro,1
Gon,Todoroki,1
Giichi,The,1
Giichi,Naruto,1
Giichi,Mommy,1
Grandfather,Hokage,1
Grandfather,Hinata,1
Gosunkugiwith,Naruto,1
Gosunkugi,Tokichishall,1
Gosunkugi,Shino,1
Naruto,dangerousto,1
Naruto,d,1
Naruto,controland,1
Naruto,bro,1
Naruto,bringSasuke,1
Naruto,anyonewho,1
Naruto,andhe,1
Giichi,Grampa,1
Gensho,Rokkaku,1
Gensho,Jako,1
Gensho,Guy,1
Genno,Shino,1
Naruto,isNaruto,1
Naruto,isManda,1
Naruto,haveramen,1
Naruto,gettingRokusuke,1
Naruto,fightSasuke,1
Naruto,fatso,1
Naruto,everyonethan,1
Gosunkugi,Misogi,1
Gosunkugi,Hinataand,1
Gosa,Kiba,1
Gonta,Konohamaru,1
Naruto,personto,1
Naruto,ofOrochimaru,1
Genno,Kiba,1
Genno,Kakashi,1
Genno,Ino,1
Gennin,abouthis,1
Gennin,Tsunade,1
Gennin,Genno,1
Genma,whatKazekage,1
Naruto,ofJonin,1
Naruto,mole,1
Naruto,mewith,1
Naruto,measureSasuke,1
Naruto,madeYakumo,1
Naruto,lt,1
Naruto,killedlruka,1
Naruto,this,1
Genma,Rock,1
Genma,Jutsu,1
Genma,Hokage,1
Genma,Guy,1
Genjutsuto,Hinata,1
Genjutsuto,Genno,1
Genjutsu,madeYakumo,1
Genjutsu,d,1
Genjutsu,Sasuke,1
Genjutsu,Owwee,1
Naruto,theseChunin,1
Naruto,thatMenma,1
Naruto,thatGenno,1
Naruto,removingKurenai,1
Naruto,reallyOrochimaru,1
Narutois,Orochimaru,1
Narutoin,thatltachi,1
Narutoin,Sasuke,1
Narutoall,Shino,1
Naruto?!Cha,isSasuke,1
Naruto?!Cha,Sakura,1
Naruto!lt,Zabuza,1
Naruto!lt,Sakura,1
Naruto,whereKakashi,1
Naruto,whenKarashi,1
Naruto,whatNeji,1
Naruto,we,1
Naruto,underGaara,1
Naruto,tolruka,1
Naruto,toNaruto,1
Naruto,tim,1
Genjutsu,Kurenai,1
Genjutsu,Iron,1
Genjutsu,I,1
Genjutsu,Humph,1
Genins,Iruka,1
Genins,Hokage,1
Genin,ofSasuke,1
Genin,locateSasuke,1
Genin,controland,1
Genin,becomeHokage,1
Genin,Uchiha,1
Narutoto,isAkamaru,1
Narutoto,Transform,1
Narutothink,jonin,1
Narutos,jonin,1
Narutos,Narutothink,1
Genin,Shinoas,1
Genin,Shino,1
Genin,Shikamarugave,1
Genin,Sharingan,1
Genin,Ninja,1
Genin,Mark,1
Genin,Kunihisa,1
Natsuhi,Shisou,1
Natsuhi,Rasengan,1
Narutowould,aboutNaruto,1
Narutowould,Sakura,1
Narutowith,The,1
Narutowill,Sasuke,1
Narutowill,Ninja,1
Narutowhat,Sasuke,1
Narutotry,–,1
Gatô,Inari,1
Gatô,Grampa,1
Genin,Konohamaru,1
Genin,Kiba,1
Genin,Kekkei,1
Genin,Jiraiya,1
Genin,Humph,1
Genin,Hizashi,1
Gekko,Sound,1
Nawaki,Pervy,1
Nawaki,Orochimaru,1
Natsuhiboshi,Tenten,1
Natsuhiboshi,Neji,1
Natsuhi,star,1
Natsuhi,Yotaka,1
Natsuhi,Tsunade,1
Neji,Nejiin,1
Gatô,Giichi,1
Gato,lnari,1
Gato,copiesZabuza,1
Gato,Uchiha,1
Gato,Sasuke,1
Ne,Sharingan,1
Gekko,Sasuke,1
Gekko,Orochimaruis,1
Gekko,Kabuto,1
Gatô,Zabuza,1
Gatô,The,1
Gatô,Tazuna,1
Gatô,Sharingan,1
Gatô,Mommy,1
Gatô,Mizukage,1
Gantetsu,fromSakura,1
Gantetsu,Tsuzumi,1
Gantetsu,Shinobi,1
Gantetsu,Roger,1
Gato,Mizukage,1
Gantetsusafely,Ninja,1
Gantetsusafely,Naruto,1
Gantetsuone,–Gantetsu.,1
Gantetsuis,the,1
Gantetsuand,Todoroki,1
Gantetsuand,The,1
Gantetsu,personto,1
Neji,Roger,1
Neji,Rock,1
Neji,Ran,1
Neji,Nejito,1
Gantetsu,Gantetsusafely,1
Gantetsu,Gantetsuand,1
Gantesu,Shinobi,1
Gantesu,Sakura,1
Gantesu,Rock,1
Gantesu,Naruto,1
Gantesu,Gantetsu,1
Gamatatsu,The,1
Gamatatsu,Naruto,1
Neji,Shikaku,1
Neji,Sensei,1
Neji,Seimei,1
Neji,Sand,1
Neji,Sakurawith,1
Neji,Rogue,1
Gantetsu,getTodoroki,1
Gamakichi,Sasuke,1
Gamakichi,Sakura,1
Gamakichi,Sagi,1
Gamakichi,Moso,1
Gamakichi,Kabuto,1
Gamabunta,Tyson,1
Gamabunta,Toad,1
Gamabunta,Temari,1
Neji,andNeji,1
Neji,aboutKarashi,1
Neji,Zaku,1
Neji,Yagurathat,1
Neji,Tyson,1
Neji,Tsunadehas,1
Neji,Shizune,1
Gantetsu,Gantetsuto,1
Nejito,Tenten,1
Nejithat,thatNeji,1
Nejithat,Shikamaru,1
Nejithat,Sakura,1
Nejior,fatso,1
Neji,tim,1
Neji,theHyuga,1
Neji,thatGenno,1
Neji,right?Menma,1
Neji,on,1
Neji,lt,1
Neji,isSasuke,1
Neji,head,1
Neji,branch,1
Neji,bob,1
Gamakichi,The,1
Ninja,Palm,1
Gama,Toad,1
Gama,Gamabunta,1
Gaarawas,Temari,1
Gaarawas,Kankuro,1
Gaaraof,thatNeji,1
Gaaraof,Shikamaru,1
Gaaraof,Sakura,1
Gaaraof,Lee,1
Gaarajust,Temari,1
Gaarajust,Shizune,1
Ninja,Orochimaruwant,1
Nine-Tailed,Shizune,1
Nine,meto,1
Nine,Sasuke,1
Nine,Sakura,1
Ninja,Tenten,1
Gaarajust,Sasuke,1
Gaarajust,Kankuro,1
Gaarajust,Humph,1
Gaaraget,sandKakashi,1
Gaaraget,Kakashi,1
Gaarafrom,Seimei,1
Gaarafrom,Hoko,1
Gaaraand,Sasukemaster,1
Gaara's,Lee,1
Gaara,willKimimaro,1
Ninja,Sannin,1
Ninja,Rasengen,1
Ninja,Rasengan,1
Ninja,Proctor,1
Ninja,Pervy,1
Gaara,thatSasuke,1
Gaara,thatNeji,1
Gaara,on,1
Gaara,measureSasuke,1
Gaara,meanShino,1
Gaara,andNeji,1
Gaara,Vendetta,1
Gaara,Uzumaki,1
Ninja,meon,1
Ninja,in,1
Ninja,a-Ninja,1
Ninja,Wagarashi,1
Ninja,Uchiha,1
Ninja,Transform,1
Ninja,Todoroki,1
Ninja,Teuchi,1
Obito,Shinobi,1
Obito,Sasuke,1
Ninjas,This,1
Ninjas,Tazuna,1
Gaara,Tenten,1
Gaara,Shizune,1
Gaara,Shinobi,1
Ninjas,Sakura,1
Ninjareally,Tsunade,1
Ninjareally,Tsubaki,1
Ninjareally,Orochimaru,1
Ninja,–,1
Ninja,upeven,1
Ninja,thatSasuke,1
Ninja,ramen,1
Gaara,whereKakashi,1
Gaara,Menma,1
Gaara,Leaffor,1
Gaara,Konohamaru,1
Gaara,Kazekage!What,1
Gaara,Sensei,1
Gaara,Sasukewhile,1
Gaara,Ru,1
Gaara,Pop,1
Gaara,Nejithat,1
Ole,Orochimaru,1
Old,Tsunade,1
Old,This,1
Old,Sannin,1
Old,Pervy,1
Obito,myselffor,1
Obito,The,1
G-Guy?,Kurenai,1
G-Guy?,Guy,1
Gaara,Kabuto,1
Gaara,Kabuki,1
Gaara,Jin,1
Gaara,Ibiki,1
Gaara,Hoko,1
Onbaa,Onbu,1
Oli,the,1
Oli,Tsunadeand,1
Oli,The,1
Oli,Sarutobi,1
Oli,Sakura,1
Oli,Omasa,1
Ole,head,1
Ole,Temari,1
G-Guy,Ninja,1
G-Guy,Naruto,1
G-Guy,Lee,1
Fuuma,a,1
Fuuma,Sasuke,1
Futa,Hokage,1
Orochimaru,Orochimaruare,1
Orochimaru,Orochimaru!Put,1
Onbu,Shadow,1
Onbaa,sureto,1
Gaara,Hinataare,1
Gaara,Gaaraof,1
Gaara,Gaarafrom,1
Gaara,Gaaraand,1
GAI,–,1
GAI,ZABUSA,1
Fukusuke,ldate,1
Fukusuke,Oli,1
Fukusuke,Ninja,1
Fukusuke,Naruto,1
Fukusuke,Morino,1
Fukusuke,Humph,1
Fuku,Pervy,1
Fuku,Naruto,1
Fuki,thatMenma,1
Fuki,Rogue,1
Orochimaru,Sand,1
Orochimaru,Sanchez,1
Orochimaru,Sakon,1
Orochimaru,Sagi,1
Orochimaru,Rock,1
G-Guy,Tsunade,1
Fourth,Natsuhi,1
Fourth,Naruto,1
Fourth,Jutsuthat,1
Fourth,Jiraiya,1
Fourth,Humph,1
Fourth,Hokuto,1
Orochimaru,Shinobiin,1
Orochimaru,Shino,1
Orochimaru,Sharingan,1
Orochimaru,Sanninas,1
Fuki,Neji,1
Fuki,Menma,1
Fujin,The,1
Fujin,Naruto,1
Fujin,Mizukibecause,1
Fujin,Iruka,1
First,Shinobi,1
First,Sarutobi,1
Fifth,Shikamaru,1
Fifth,Rock,1
Fifth,Raido,1
Fifth,Ninja,1
Fifth,Jutsu,1
Fifth,Guy,1
Orochimaru,Yogabut,1
Orochimaru,Uchiha,1
Orochimaru,Transform,1
Fujin,Hokage,1
Fourth,star,1
Fourth,Tsunade,1
Fourth,The,1
Fourth,Oli,1
Orochimaru,takeSasuke,1
Orochimaru,protectingOrochimaru,1
Orochimaru,outPervy,1
Fifth,Genma,1
Fever,Sitting,1
Fatty,Sasuke,1
Fatty,Iruka,1
Fatty,Ino,1
Fatso,Ninja,1
Farewell,Rasengan,1
Fang,Shinemon,1
Orochimaru,norKidomaru,1
Orochimaru,melike,1
Orochimaru,letOrochimaru,1
Orochimaru,in,1
Orochimaru,forgottenOrochimaru,1
Ebisu,Orochimaru,1
Ebisu,Mizuki,1
Ebisu,Kakashi,1
Fang,Leaf,1
Fang,Kiba,1
Fang,Gosa,1
FATSO~,thoughtChoji,1
FATSO~,Sakura,1
Enma,Shadow,1
Enma,Saru,1
Orochimaru,withNaruto,1
Orochimaru,whereSasuke,1
Orochimaru,whereKakashi,1
Orochimaru,tolsaribi,1
Orochimaru,this,1
Orochimaru,thatTsunade,1
Orochimarujust,Shizune,1
Orochimarujust,Sasuke,1
Orochimaruis,us,1
Orochimaruis,Zaku,1
Orochimaruis,Uchiha,1
Orochimaruever,Sasuke,1
Orochimaruduring,the,1
Orochimaruduring,Sakura,1
Orochimaruduring,Sakon,1
Orochimaruand,Sasukeback,1
Orochimaruand,Sasame,1
Orochimaru!What,getlsaribi,1
Orochimaru!What,Orochimaruwas,1
Ebisu,meto,1
Ebisu,Transform,1
Ebisu,Pervy,1
Dozaemon,Naruto,1
Doubtless,Lee,1
Doubtless,Ibiki,1
Dosu,Zaku,1
Dosu,Yogabut,1
Dosu,Tyson,1
Dosu,Shikamaru,1
Dosu,Sanchez,1
Orochimaruto,–,1
Orochimaruto,meto,1
Orochimaruto,isManda,1
Orochimaruto,Shizune,1
Orochimaruto,Sakura,1
Orochimaruonce,Shikamaru,1
Orochimaruonce,Sasuke,1
Orochimarujust,Tsubaki,1
Owashiand,Sagitook,1
Owashi,methe,1
Owashi,bro,1
Owashi,Tsunade,1
Owashi,Tenten,1
Owashi,Sasuke,1
Orochimaruwas,getlsaribi,1
Orochimaruwant,meon,1
Orochimaruwant,Tsunade,1
Orochimaruwant,Sasuke,1
Orochimaruwant,Pervy,1
Orochimarutruly,Tayuya,1
Duck,the,1
Duck,Tsunade,1
Duck,Sitting,1
Duck,Jutsuto,1
PLACECHOJI,thoughtChoji,1
PLACECHOJI,Sakura,1
Owwee,Sasuke,1
Dosu,Orochimaru,1
Dosu,Ole,1
Dosu,Naruto,1
Dosu,Kazekage,1
Dong,Shino,1
Dong,Mai,1
Dojo,thatBushy,1
Dojo,roger,1
Dojo,Shikamaru,1
Dojo,Sensei,1
Owashisearching,Sagiwas,1
Owashisearching,Sagiby,1
Owashiand,mewas,1
Pervy,Raiga,1
Pervert,Pervy,1
Perfect,Sand,1
Dojo,G-Guy?,1
Dodge,Rasengan,1
Dodge,Hinata,1
Ding,ding-dong-ding,1
Ding,Shino,1
Ding,Dong,1
Demon,methe,1
Demon,Sharingan,1
Demon,Sasukeusing,1
Demon,Kekkei,1
Paradise,Tsunade,1
Palm,Shikamaru,1
Pa,Sakura,1
Demon,Kakashi,1
Demon,Jutsuthat,1
Demon,Genin,1
Dawn,Sasuke,1
Dawn,Sakura,1
Dawn,Mubi,1
Daruto,Kunihisa,1
Darudo,Kunihisa,1
Dan,Pervy,1
Pervy,Sasukewhile,1
Pervy,Sasuketo,1
Pervy,Sasamesee,1
Pervy,Sage,1
Pervy,Rogue,1
Pervy,Rasengen,1
Pervy,Rasengan,1
Pervy,toOrochimaru,1
Pervy,this,1
Pervy,that,1
Pervy,sonny,1
Pervy,peekingand,1
Pervy,on,1
Pervy,in,1
Pervy,eitherOrochimaru,1
Pervy,afterSasuke,1
Pervy,Uchiha,1
Pervy,Tsunadea,1
Pervy,Tsunade's,1
Pervy,Tsukuyomi,1
Pervy,Sitting,1
Pervy,Shinobi,1
Pervy,Sharingan,1
Raido,Shizune,1
Raido,Shikamaru,1
Raido,Sasuke,1
Raido,Rock,1
Dan,Naruto,1
Dan,Kabuto,1
Daimyo,Shikamaru,1
Daimyo,Hyuga,1
C’m,andOrochimaru,1
C’m,Pervy,1
Cursed,That,1
Cursed,Shuriken,1
Cursed,Naruto,1
Proctor,on,1
Pop,Uzumaki,1
Pervy,–,1
Raiga,The,1
Crystal,Sasuke,1
Crystal,Sakura,1
Crystal,Kakashi,1
Crow,that,1
Crow,Sasuke,1
Crow,Lee,1
Crow,Konohamaru,1
Crow,Kakashi,1
Crow,Jonin,1
Crow,Iron,1
Cricket,usto,1
Cricket,tim,1
Raiga,Tenten,1
Raiga,Sanshowas,1
Raiga,Rock,1
Chunin,Temari,1
Chunin,Tazuna,1
Chunin,Shinobifrom,1
Chunin,Shino,1
Cricket,mewith,1
Cricket,Shino,1
Cricket,Shikamaru,1
Cricket,Orochimarumight,1
Cricket,Neji,1
Cricket,Kiba,1
Chunins,worthy,1
Chunin,whomMurakumo,1
Ran,Rogue,1
Raijin,Tsunades,1
Raijin,The,1
Raiga,aboutKarashi,1
Rasengan,deliverGantetsu,1
Chunin,Shikamarugave,1
Chunin,Sarutobi,1
Chunin,Orochimaruare,1
Chunin,Ninja,1
Chunin,Narutowill,1
Rasengan,Tunneling,1
Rasengan,Sakuraare,1
Rasengan,Sakon,1
Ranmaruto,Ranmaruwho,1
Ranmaru,whenKarashi,1
Ranmaru,Zabuza,1
Chunin,thatSasuke,1
Chunin,ofYakumo,1
Chunin,head,1
Chunin,Uchiha,1
Rock,Todoroki,1
Rock,The,1
Rock,Shinobi,1
Rock,Sensei,1
Chunin,Kamizuru,1
Chunin,Itachicome,1
Chunin,Iruka,1
Rock,Sanshowas,1
Rock,Sansho,1
Rock,Sand,1
Rock,Roger,1
Renga,Yurinojou,1
Renga,Ruiga,1
Rasenganbefore,Shikamaru,1
Rasengan,usto,1
Rasengan,idiotsJirobo,1
Chunin,Hinataunder,1
Chunin,Grandfather,1
Chunin,Gekko,1
Chunin,Crow,1
Chunin,Chunins,1
Chojiand,Shikamaru,1
Chojiand,Sensei,1
Chojiand,Sakura,1
Chojiand,Pakkun,1
Roger,Shinobi,1
Roger,Sakura,1
Roger,Rogue,1
Rock,–,1
Rock,the,1
Rock,Yakumo,1
Rock,Tsuzumi,1
Choji,usto,1
Choji,thatGenno,1
Choji,thatBushy,1
Choji,mewho,1
Choji,meanShino,1
Choji,dangerousto,1
Rokusuke,gettingRokusuke,1
Rogue,Tracker,1
Rogue,Sumaru,1
Rogue,Sasuke,1
Rogue,Sannin,1
Roger,the,1
Roger,aboutSasuke,1
Roger,Tsuzumi,1
Roger,Tsunade,1
Roger,The,1
Choji,and,1
Choji,ZABUSA,1
Choji,Yurinojou!Kikunojou,1
Choji,Trapper,1
Choji,Tenten,1
Choji,Shizune,1
Choji,Shinobi,1
Ryudoin,mewith,1
Ryoninor,the,1
Ryoninor,The,1
Ryoninor,Teuchi,1
Ryoninor,Shinobi,1
Ruigaand,Yurinojou,1
Ruiga,sureto,1
Chojiand,Naruto,1
Chojiand,Gaara,1
Choji,Narutoto,1
Choji,Leaf,1
Choji,Kinuta,1
Choji,Kikunojouwill,1
Choji,Shadow,1
Choji,Sannin,1
Choji,Ryoninor,1
Choji,Ruigaand,1
Choji,Ruiga,1
Choji,Rasengen,1
Choji,Rasenganbefore,1
Choji,Pervy,1
Choji,Ninjabe,1
Sage,toOrochimaru,1
S-Silen,Zabuza,1
S-Silen,Sensei,1
Choji,Crow,1
Chishimawho,Tenten,1
Choji,KAKASHI,1
Choji,Janinand,1
Choji,Intense,1
Choji,Hinataand,1
Choji,Hayate,1
Sagitook,Sagiwas,1
Sagidoes,Toki,1
Sagiby,Toki,1
Sagiby,Sagiwho,1
Sagiby,Sagiwas,1
Sagiby,Sagitook,1
Sagi,mewas,1
Sagi,isShikamaru,1
Sagi,bro,1
Chishimawho,Kakashi,1
Chishima,isShikamaru,1
Chishima,andhe,1
Chishima,Yakitori,1
Chishima,Sasuke,1
Sakon,fightSasuke,1
Sakon,fatso,1
Sakon,correctsTayuya,1
Sakon,Tunneling,1
Sakon,Sakura,1
Sagiwas,Toki,1
Sagiwas,Sagiwho,1
Sagitook,The,1
Choji,Gaara,1
Choji,Fatty,1
Choji,Dojo,1
Chishima,Ninja,1
Chishima,Land,1
Chishima,Chishimawho,1
Chikarafrom,Ino,1
Chikara,Fuku,1
Sakura,Shadow,1
Sakura,Seimei,1
Sakura,Sasukewhile,1
Sakura,Sarutobi,1
Sakura,Sakurain,1
Sakon,the,1
Chishimawho,Ninja,1
Chishimawho,Neji,1
Chishimawho,Moso,1
Chishimawho,Land,1
Chishimawho,Komei,1
Chidori,Sannin,1
Chidori,PLACECHOJI,1
Chidori,Orochimaru,1
Chidori,Neji,1
Chief,the,1
Chief,Tsunade,1
Chief,Shino,1
Chief,Shadow,1
Chief,Ino,1
Chief,Humph,1
Chidorito,Rasengan,1
Sakura,Todorokiis,1
Sakura,Teuchi,1
Sakura,Shura,1
Sakura,Shikamaruand,1
Chishima,Ninjafrom,1
Chidori,Kankuro,1
Chidori,JIROBO,1
Chidori,FATSO~,1
Chidori,Chidorito,1
Chichiyasu,Tsunade,1
Chichiyasu,Naruto,1
Sakura,Yakumoout,1
Sakura,Yagurathat,1
Sakura,Wagarashi,1
Sakura,Vanished,1
Sakura,Tunneling,1
Sakura,Tsunadea,1
Chidori,~FATSO,1
Chidori,the,1
Chidori,takeSasuke,1
Chidori,Sharingan,1
Sakura,saru,1
Sakura,rabbit,1
Sakura,protectingOrochimaru,1
Sakura,powersYakumo,1
Sakura,ofYakumo,1
Sakura,mewith,1
Sakura,meto,1
Sakura,measureSasuke,1
Sakura,me,1
Sakura,lno,1
Sakura,hitsuji,1
Sakura,fightSasuke,1
Sakura,andNaruto,1
Sakura,aboutOrochimaru,1
Sakura,aboutNaruto,1
Sakura,Yashamaru,1
Sakura,tim,1
Sakura,thoughtChoji,1
Sakura,thatNeji,1
Charka,Gamabunta,1
Chakrayou,fatso,1
Chakrayou,The,1
Chakrayou,Choji,1
Chakras,Sensei,1
Chakras,Lee,1
Chakras,Hinata,1
Chakrain,Orochimaru,1
Chakrahe,Uma,1
Chakrahe,Tori,1
Sakura,tatsu,1
Sakura,sonny,1
Sakura,sealedYakumo,1
Chakrahe,Leaf,1
Chakrahe,Inu,1
Chakrahe,Hitsuji,1
Chakraeven,Sasuke,1
Chakraeven,Ninja,1
Chakra,–,1
Chakra,Tenten,1
Chakra,Seimei,1
Chakra,Orochimaru,1
Sakura,~FATSO,1
Sakura,whereKakashi,1
Sakura,wasYuhi,1
Sakura,ushi,1
Sakura,uma,1
Sakura,tori,1
Sakura,toOrochimaru,1
Sanninas,Sasuke,1
Sannin,the,1
Sannin,The,1
Sannin,Shizune,1
Sannin,Sarutobi,1
Sand,–,1
Sand,me,1
Sand,interceptedTenten,1
Sand,Sharingan,1
Sand,Sarutobi,1
Sanchez,head,1
Sanchez,Temari,1
Sanchez,Sasuke,1
Sakurawith,Shikamaru,1
Chakrahe,Ne,1
Chakrahe,Mi,1
Byakuganor,Hinata,1
Byakuganor,Genno,1
Byakuganor,Choji,1
Byakuganat,Rasengan,1
Chakra,Natsuhi,1
Chakra,Lee,1
Chakra,Kunoichi,1
Chakra,Kujaku,1
Chakra,Kankuro,1
Chakra,Kakashi,1
Chakra,Hokage,1
Chakra,Chidori,1
Saru,Shadow,1
Saru,Second,1
Sansho,whenKarashi,1
Sansho,Sanshowas,1
Byakuganand,Choji,1
Byakugan,–,1
Byakugan,whenKarashi,1
Byakugan,my,1
Byakugan,isKurenai,1
Byakugan,insideYakumo,1
Byakugan,head,1
Sarutobi,Transform,1
Sarutobi,Shadow,1
Saru,the,1
Saru,The,1
Cha,Haku,1
CHOJI,thanNaruto,1
Byakuganor,Ninja,1
Byakuganor,Kiba,1
Byakuganor,Ino,1
Byakugan,Sasukeback,1
Byakugan,Raiga,1
Byakugan,Moso,1
Byakugan,Menma,1
Byakugan,Matsuri,1
Sasuke,Sasuke!Kabuto,1
Sasamesee,toOrochimaru,1
Byakugan,andKurenai,1
Byakugan,Tyson,1
Byakugan,Tunneling,1
Byakugan,Tenten,1
Byakugan,Suzumebachi,1
Byakugan,Shadow,1
Byakuganand,Rasenganbefore,1
Byakuganand,Rasengan,1
Byakuganand,Hinata,1
Byakugan,Genin,1
Byakugan,Fang,1
Byakugan,Byakuganand,1
Bushy-Brow’s,Sharingan,1
Bushy-Brow’s,Sasukeusing,1
Bushy-Brow’s,Kakashi,1
Bushy-Brow’s,Genin,1
Bushy-Brow’s,Demon,1
Sasuke,Shinoas,1
Sasuke,Shark,1
Sasuke,Sasukeon,1
Byakugan,Komeihas,1
Byakugan,K-Kurenai,1
Byakugan,Ino-Shika-Cho,1
Byakugan,Hyuga,1
Byakugan,Hanabi,1
Sasuke,Tora,1
Bushy-Brows,the,1
Bushy-Brows,getTodoroki,1
Bushy-Brows,Todoroki,1
Bushy-Brows,Gaara,1
Bushy-Brows,Bushy-Brows’,1
Bushy-Brow's,Uchiha,1
Bushy-Brow's,The,1
Bushy-Brow's,Sharingan,1
Bushy-Brow's,Lee,1
Bushy-Brow,Sasukedrove,1
Bushy-Brow,Sakura,1
Sasuke,This,1
Sasuke,That,1
Sasuke,Suzumebachi,1
Sasuke,Shinobifrom,1
Bushy,Rokusuke,1
Bushy,Rokkaku,1
Bushy,Ranmaru,1
Bushy,Ninja,1
Bushy,usto,1
Bushy,the,1
Bushy,meto,1
Bushy,Tsuzumi,1
Bushy,Todoroki,1
Bushy,Shinobi,1
Sasuke,Uchihaand,1
Sasuke,U,1
Sasuke,Tyson,1
Sasuke,Tsurugi,1
Sasuke,Tsunadeand,1
Sasuke,Tsuchi,1
Brow,Crow,1
Brow,Choji,1
Brothel,the,1
Bushy,Leaf,1
Bushy,Kiba,1
Bushy,Jako,1
Bushy,Ino,1
Bushy,Grandpa,1
Bushy,Genin,1
Bushy,Cricket,1
Bushy,Choji,1
Sasuke,andShino,1
Sasuke,aboutOrochimaru,1
Sasuke,Yogabut,1
Bushy,Sansho,1
Bushy,Sand,1
Sasuke,mewho,1
Sasuke,meto,1
Sasuke,methe,1
Sasuke,lnu,1
Sasuke,lno,1
Sasuke,isSasuke,1
Sasuke,himeven,1
Sasuke,haveramen,1
Sasuke,celebrateShikamaru,1
Sasuke,bro,1
Sasuke,bringSasuke,1
Sasuke,beShino,1
Sasuke,backeven,1
Bunzo,Shizune,1
Brow,Sensei,1
Brow,Naruto,1
Sasuke,us,1
Sasuke,uma,1
Sasuke,thatltachi,1
Sasuke,thatGaara,1
Bro,Sasuke,1
Bro,Ninja,1
Bro,Konohamaru,1
Bro,Iruka,1
Bro,Chunin,1
Bounty,Gosunkugi,1
Boulder,–,1
Boulder,Trapper,1
Boulder,Shikamaru,1
Sasuke,sonny,1
Sasuke,saru,1
Sasuke,ofKakashi,1
Sasukedrove,Tenten,1
Sasukeare,Tsunade,1
Sasuke!Kabuto,This,1
Boulder,Ninja,1
Boulder,Neji,1
Boulder,Hinata,1
Boss,Wasabi,1
Boss,Wagarashi,1
Boss,Sasuke,1
Boss,Ninja,1
Boss,Hokage,1
Bloom,Tsunade,1
Bloom,Guy,1
Bloom,Genin,1
Sasuke,visitSasuke,1
Sasuke,ushi,1
Black,Gaara,1
Bikochu,–,1
Bikochu,whenHinata,1
Bikochu,andShino,1
Bikochu,Rasengan,1
Satomi,Yakumoout,1
Satomi,Shino,1
Sasukewhile,Tsunade,1
Sasukewas,Uchiha,1
Sasukeusing,Sharingan,1
Sasukemaster,whereKakashi,1
Sasukemaster,Shikamaru,1
Sasukeis,kickedBushy,1
Sasukein,aboutDosu,1
Sasukein,Zaku,1
Sasukein,Tsunade,1
Sensei,removingKurenai,1
Sensei,powersYakumo,1
Sensei,andNaruto,1
Bikochu,Kamizuru,1
Bikochu,Hinatawill,1
Bikochu,Hinataever,1
Bikochu,Grandfather,1
Bikochu,Chunin,1
Sensei,Yakumoto,1
Sensei,Yagurathat,1
Sensei,Unkai,1
Seimei,The,1
Scaredy-Cat,takeSasuke,1
Sazanami,Tokichiis,1
Blade,Rasengan,1
Blade,Ninja,1
Sharingan,uma,1
Sharingan,tori,1
Sharingan,tatsu,1
Sharingan,hitsuji,1
Sharingan,Tori,1
Sharingan,Shinobi,1
Shadow,the,1
Shadow,Tyson,1
Shadow,The,1
Shadow,Shino,1
Sentaif,Tsunade,1
Sentaif,Shizune,1
Sensei,–,1
Sensei,underZabuza,1
Sensei,tolsaribi,1
Sensei,thatKakashi,1
Shark,Summo,1
Beeswax,Hinata,1
Beast,Yotaka,1
Beast,The,1
Beast,Sumaru,1
Beast,Shisou,1
Beast,Shadow,1
Beast,Natsuhi,1
Beast,Mizura,1
